# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
Room 901, 9/F, Silver Commercial Building, 719 Nathan Road, Mong Kok, kln | Room 901, 9/F, Silver Commercial Building | 719 Nathan Road, Mong Kok, kln
15/F, Righteous bldg, 585 Nathan Road, Mong Kok, Kowloon | 15/F, Righteous bldg | 585 Nathan Road, Mong Kok, Kowloon
Flat B, 2/F, Leeway Mansion, 12 Jordan Road, Jordan, kln | Flat B, 2/F, Leeway Mansion | 12 Jordan Road, Jordan, kln
Room 605, Commercial Centre, 15 Hennessy Road, Wan Chai, hk | Room 605, Commercial Centre | 15 Hennessy Road, Wan Chai, hk
G/F Shop A, Hing Yip Building, 42 Castle Peak Road, Sham Shui Po, kln | G/F Shop A, Hing Yip Building | 42 Castle Peak Road, Sham Shui Po, kln
Unit 1208, 12/F, Pioneer Centre, 750 Nathan Road, Mong Kok, Kowloon | Unit 1208, 12/F, Pioneer Centre | 750 Nathan Road, Mong Kok, Kowloon
Flat C, 18/F, Far East Consortium Building, 121 Des Voeux Road, Central, HK | Flat C, 18/F, Far East Consortium Building | 121 Des Voeux Road, Central, HK
Shop 105A, 1/F, Cityplaza, 18 Taikoo Shing Road, Taikoo Shing, HK | Shop 105A, 1/F, Cityplaza | 18 Taikoo Shing Road, Taikoo Shing, HK
Room 1603, 16/F, Chiyu Bank Building, 78 Des Voeux Road, Central, HK | Room 1603, 16/F, Chiyu Bank Building | 78 Des Voeux Road, Central, HK
Unit 1908, 19/F, Shun Tak Centre, 168-200 Connaught Road, Sheung Wan, HK | Unit 1908, 19/F, Shun Tak Centre | 168-200 Connaught Road, Sheung Wan, HK
Flat E, 8/F, On Lok Building, 222-224 Nathan Road, Jordan, Kowloon | Flat E, 8/F, On Lok Building | 222-224 Nathan Road, Jordan, Kowloon
Unit 301, 3/F, New Town Plaza, 18 Sha Tin Centre Street, Sha Tin, NT | Unit 301, 3/F, New Town Plaza | 18 Sha Tin Centre Street, Sha Tin, NT
Room D, 19/F, Hang Lung Centre, 2-20 Paterson Street, Causeway Bay, HK | Room D, 19/F, Hang Lung Centre | 2-20 Paterson Street, Causeway Bay, HK
Flat G, 10/F, Lee & Man Commercial Building, 169 Electric Road, North Point | Flat G, 10/F, Lee & Man Commercial Building | 169 Electric Road, North Point
Shop 4B, G/F, Tai Po Plaza, 1 On Tai Road, Tai Po, NT | Shop 4B, G/F, Tai Po Plaza | 1 On Tai Road, Tai Po, NT
Unit 2501, 25/F, Central Plaza, 18 Harbour Road, Wan Chai, HK | Unit 2501, 25/F, Central Plaza | 18 Harbour Road, Wan Chai, HK
Room 1, 2/F, Cheong Wah BLDG, 266-268 Cheung Sha Wan Road, Sham Shui Po | Room 1, 2/F, Cheong Wah BLDG | 266-268 Cheung Sha Wan Road, Sham Shui Po
Office 618, 6/F, Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon | Office 618, 6/F, Sino Centre | 582-592 Nathan Road, Mong Kok, Kowloon
Flat J, 4/F, Continental Building, 13-19 King's Road, Tin Hau, HK | Flat J, 4/F, Continental Building | 13-19 King's Road, Tin Hau, HK
Unit 308, 3/F, Dragon Centre, 37K Yen Chow Street, Sham Shui Po, Kln | Unit 308, 3/F, Dragon Centre | 37K Yen Chow Street, Sham Shui Po, Kln
Room 2205, 22/F, Island Plaza, 18-24 Java Road, North Point, HK | Room 2205, 22/F, Island Plaza | 18-24 Java Road, North Point, HK
Flat K, 11/F, Kelly House, 6-14 Gresson Street, Wan Chai, HK | Flat K, 11/F, Kelly House | 6-14 Gresson Street, Wan Chai, HK
#----------------------------------------lau------------------------------------------------------
FLAT J, 4/F, Continental Lau, 13-19 King's Road, Tin Hau, HK | FLAT J, 4/F, Continental Lau | 13-19 King's Road, Tin Hau, HK
unit B, 7/F, Cheung Hong Lau, Choi Hung Estate, Wong Tai Sin, Kln | unit B, 7/F, Cheung Hong Lau | Choi Hung Estate, Wong Tai Sin, Kln
flat D, 12/F, Kam Shek Lau, Ping Shek Estate, Kwun Tong, kln | flat D, 12/F, Kam Shek Lau | Ping Shek Estate, Kwun Tong, kln
Unit A, 9/F, Wah Lai Lau, Wah Fu Estate, Pok Fu Lam, HK | Unit A, 9/F, Wah Lai Lau | Wah Fu Estate, Pok Fu Lam, HK
Flat 8, 20/F, Lee On Lau, 56-58 Argyle Street, Mong Kok, kln | Flat 8, 20/F, Lee On Lau | 56-58 Argyle Street, Mong Kok, kln
Flat C, 11/F, Fook On Lau, 18-20 Third Street, Sai Ying Pun, HK | Flat C, 11/F, Fook On Lau | 18-20 Third Street, Sai Ying Pun, HK
Unit B, 7/F, Cheung Hong Lau, Choi Hung Estate, Wong Tai Sin, Kln | Unit B, 7/F, Cheung Hong Lau | Choi Hung Estate, Wong Tai Sin, Kln
Room 505, 5/F, Capitol Lau, 5-19 Jardine's Bazaar, Causeway Bay, HK | Room 505, 5/F, Capitol Lau | 5-19 Jardine's Bazaar, Causeway Bay, HK
Flat G, 14/F, Tak Cheong Lau, 22-26 Yik Yam Street, Happy Valley, HK | Flat G, 14/F, Tak Cheong Lau | 22-26 Yik Yam Street, Happy Valley, HK
Unit H, 10/F, Po On Lau, 3-5 Po On Road, Sham Shui Po, Kowloon | Unit H, 10/F, Po On Lau | 3-5 Po On Road, Sham Shui Po, Kowloon
Room D, 18/F, King's Lau, 309-311 King's Road, North Point, HK | Room D, 18/F, King's Lau | 309-311 King's Road, North Point, HK
Flat 6, 2/F, Tsui Wah Lau, Kwun Tong Garden Estate, Kwun Tong, kln | Flat 6, 2/F, Tsui Wah Lau | Kwun Tong Garden Estate, Kwun Tong, kln
Flat 10, 5/F, On Tai Lau, Butterfly Estate, Tuen Mun, NT | Flat 10, 5/F, On Tai Lau | Butterfly Estate, Tuen Mun, NT
Unit D, 11/F, Victoria Lau, 25-27 Ventris Road, Happy Valley, HK | Unit D, 11/F, Victoria Lau | 25-27 Ventris Road, Happy Valley, HK
Room F, 1/F, Mei Sun Lau, Mei Foo Sun Chuen Stage 4, Lai Chi Kok, Kln | Room F, 1/F, Mei Sun Lau | Mei Foo Sun Chuen Stage 4, Lai Chi Kok, Kln
Flat A, 19/F, Hyde Lau, 17-21 Whitfield Road, Tin Hau, HK | Flat A, 19/F, Hyde Lau | 17-21 Whitfield Road, Tin Hau, HK
Unit 3, 17/F, Yue Kwong Lau, Yue Wan Estate, Chai Wan, HK | Unit 3, 17/F, Yue Kwong Lau | Yue Wan Estate, Chai Wan, HK
Room E, 22/F, Comfort Lau, 86-88 Nathan Road, Tsim Sha Tsui, Kln | Room E, 22/F, Comfort Lau | 86-88 Nathan Road, Tsim Sha Tsui, Kln
Flat 5, 4/F, Shun On Lau, 182-184 Queen's Road West, Sai Ying Pun | Flat 5, 4/F, Shun On Lau | 182-184 Queen's Road West, Sai Ying Pun
Unit G, 7/F, Fourseas Lau, 208-212 Nathan Road, Jordan, Kln | Unit G, 7/F, Fourseas Lau | 208-212 Nathan Road, Jordan, Kln
Room 2, 23/F, Wah Sang Lau, Wah Kwai Estate, Aberdeen, HK | Room 2, 23/F, Wah Sang Lau | Wah Kwai Estate, Aberdeen, HK
Flat K, 13/F, Kelly Lau, 6-14 Gresson Street, Wan Chai, HK | Flat K, 13/F, Kelly Lau | 6-14 Gresson Street, Wan Chai, HK
Unit 1, G/F, Hing Wah Lau, Cheung Sha Wan Estate, Sham Shui Po, Kln | Unit 1, G/F, Hing Wah Lau | Cheung Sha Wan Estate, Sham Shui Po, Kln
Room 8B, 8/F, Far East Consortium Lau, 121 Des Voeux Road, Central | Room 8B, 8/F, Far East Consortium Lau | 121 Des Voeux Road, Central
Flat H, 10/F, Wing Kwong Lau, 46-48 High Street, Sai Ying Pun, HK | Flat H, 10/F, Wing Kwong Lau | 46-48 High Street, Sai Ying Pun, HK
# --- 工業物業大廈 (Industrial Building/City) ---
6/F, Block B, Kwai Shun Industrial Building, 51 Container Port Road, Kwai Chung | 6/F, Block B, Kwai Shun Industrial Building | 51 Container Port Road, Kwai Chung
Room 4, 11/F, Sun Peak Industrial Building, 10 Ng Fong Street, San Po Kong | Room 4, 11/F, Sun Peak Industrial Building | 10 Ng Fong Street, San Po Kong
2/F, Block A, World Wide Industrial Building, 19 Swei Mei Street, Fo Tan, nt | 2/F, Block A, World Wide Industrial Building | 19 Swei Mei Street, Fo Tan, nt
Room 1608, 16/F, Telford Building, 16 Wang Hoi Road, Kowloon Bay, kln | Room 1608, 16/F, Telford Building | 16 Wang Hoi Road, Kowloon Bay, kln
Room 5, 8/F, Block B, OP Centre, 489 Castle Peak Road, kln | Room 5, 8/F, Block B, OP Centre | 489 Castle Peak Road, kln
15/F, Po Kie Industrial Building, 28 Wong Chuk Hang Road, Aberdeen, hk | 15/F, Po Kie Industrial Building | 28 Wong Chuk Hang Road, Aberdeen, hk
Shop 3, G/F, Hoi Wan Industrial Centre, 120 Texaco Road, Tsuen Wan, NT | Shop 3, G/F, Hoi Wan Industrial Centre | 120 Texaco Road, Tsuen Wan, NT
Room 2201, 22/F, Nanyang Plaza, 57 Hung To Road, Kwun Tong, kln | Room 2201, 22/F, Nanyang Plaza | 57 Hung To Road, Kwun Tong, kln
7/F, Block A, Ho King Industrial Building, 11 Kin Fat Street, Tuen Mun, nt | 7/F, Block A, Ho King Industrial Building | 11 Kin Fat Street, Tuen Mun, nt
Room B, 3/F, Grandtech Centre, 73 Yang Chung Street, Tai Kok Tsui, kln | Room B, 3/F, Grandtech Centre | 73 Yang Chung Street, Tai Kok Tsui, kln
Unit D, 9/F, Block 1, San Po Kong Industrial City, San Po Kong, kln | Unit D, 9/F, Block 1 | San Po Kong Industrial City, San Po Kong, kln
Flat A, 12/F, Wah Wai Industrial Building, 23 Pak Tin Par Street, Tsuen Wan, nt | Flat A, 12/F, Wah Wai Industrial Building | 23 Pak Tin Par Street, Tsuen Wan, nt
Room 8, 4/F, Kwai Cheong Centre, 50 Kwai Cheong Road, Kwai Chung, n.t. | Room 8, 4/F, Kwai Cheong Centre | 50 Kwai Cheong Road, Kwai Chung, n.t.
18/F, Block C, vatican Industrial bldg, 14 Wong Chuk Hang Road, Aberdeen, hk | 18/F, Block C, vatican Industrial bldg | 14 Wong Chuk Hang Road, Aberdeen, hk
Unit 2, G/F, mirror Building, 61 Hoi Yuen Road, Kwun Tong, kln | Unit 2, G/F, mirror Building | 61 Hoi Yuen Road, Kwun Tong, kln
# --- 無逗號、簡寫、混亂倒序的英文地址邊界測試 ---
House 23 Regalia Bay 88 Wong Ma Kok Road Stanley HK | House 23 Regalia Bay | 88 Wong Ma Kok Road Stanley HK
Flat C 14/F Kam Chui Court 15 Ngong Shuen Road Ngong Shuen Chau | Flat C 14/F Kam Chui Court | 15 Ngong Shuen Road Ngong Shuen Chau
Room 1902 19/F Nan Fung Centre 264 Castle Peak Road Tsuen Wan NT | Room 1902 19/F Nan Fung Centre | 264 Castle Peak Road Tsuen Wan NT
5/F Kam Lee Commercial Building 18 Cameron Road Tsim Sha Tsui KLN | 5/F Kam Lee Commercial Building | 18 Cameron Road Tsim Sha Tsui KLN
Rm 1005 Tower 1 Silvercord 30 Canton Road Tsim Sha Tsui | Rm 1005 Tower 1 Silvercord | 30 Canton Road Tsim Sha Tsui
Rm 1820 18/F Pioneer Centre 750 Nathan Road Mong Kok | Rm 1820 18/F Pioneer Centre | 750 Nathan Road Mong Kok
Rm 406 4/F East Tat Factory Building 321 Java Road Quarry Bay | Rm 406 4/F East Tat Factory Building | 321 Java Road Quarry Bay
Room 1101 11/F Grand Plaza 300 Shing Mun Road Tsuen Wan | Room 1101 11/F Grand Plaza | 300 Shing Mun Road Tsuen Wan
3/F Block B Kerry City Building 1 Kwai Hei Street Kwai Chung NT | 3/F Block B Kerry City Building | 1 Kwai Hei Street Kwai Chung NT
G/F Sai Ming Building 102 Pok Fu Lam Road Sai Ying Pun HK | G/F Sai Ming Building | 102 Pok Fu Lam Road Sai Ying Pun HK
Flat 4A Block 2 City One Shatin N.T. | Flat 4A Block 2 | City One Shatin N.T.
Room 502 Tower B Plaza 12 Sha Tin Centre Road Shatin nt | Room 502 Tower B Plaza 12 | Sha Tin Centre Road Shatin nt
22/F Block C Trendy Tower 88 Kwun Tong Road Kwun Tong kln | 22/F Block C Trendy Tower | 88 Kwun Tong Road Kwun Tong kln
Shop 3 G/F Center Building 15 Nathan Road Jordan | Shop 3 G/F Center Building | 15 Nathan Road Jordan
#-------------------missing line 1 or line 2 --------------------------
Unit 506, Hing Shing House | Unit 506 | Hing Shing House
King Lam est, Tseung Kwan O, NT | King Lam est | Tseung Kwan O, NT
Flat C, 30/F, On Pak House | Flat C, 30/F | On Pak House
Butterfly Estate, Tuen Mun, New Territories | Butterfly Estate | Tuen Mun, New Territories
Tai Wo Hau Estate, Tsuen Wan, NT | Tai Wo Hau Estate | Tsuen Wan, NT
Sau Mau Ping Estate, Kwun Tong, Kln | Sau Mau Ping Estate | Kwun Tong, Kln
Yiu On est, Ma On Shan, NT | Yiu On est | Ma On Shan, NT
Kam Fung Court, Ma On Shan, NT | Kam Fung Court | Ma On Shan, NT
Flat A, 18/F, King Yeung House | Flat A, 18/F | King Yeung House
Room 1104, Siu Tai House | Room 1104 | Siu Tai House
Flat 3, 4/F, Tin Hor House | Flat 3, 4/F | Tin Hor House
Sui Wo Court, Fo Tan, NT | Sui Wo Court | Fo Tan, NT
Telford Gardens, Kowloon Bay, Kowloon | Telford Gardens | Kowloon Bay, Kowloon
8 Yau Pok Road, Yuen Long, nt | 8 Yau Pok Road | Yuen Long, nt
The Harbourside, 1 Austin Road West, Tsim Sha Tsui, Kowloon | The Harbourside, 1 Austin Road West | Tsim Sha Tsui, Kowloon
The Belcher's, 89 Pok Fu Lam Road, HK | The Belcher's | 89 Pok Fu Lam Road, HK
Montara, 8 Lohas Park Road, Tseung Kwan O, NT | Montara, 8 Lohas Park Road | Tseung Kwan O, NT
Central Park, Tai Kok Tsui, kln | Central Park | Tai Kok Tsui, kln
Mei Foo Sun Chuen, Lai Chi Kok, Kln | Mei Foo Sun Chuen | Lai Chi Kok, Kln
Unit A, 7/F, Orchid House | Unit A, 7/F | Orchid House
36-44 Nathan Road, Tsim Sha Tsui, Kln | 36-44 Nathan Road | Tsim Sha Tsui, Kln
The Giverny, 33 Tso Wo Road, Pak Shek Kok, Tai Po, NT | The Giverny, 33 Tso Wo Road | Pak Shek Kok, Tai Po, NT
Unit 6, 9/F, Sincere House | Unit 6, 9/F | Sincere House
Flat 3B, Cornwall House | Flat 3B | Cornwall House
Fairview Park, Yuen Long, New Territories | Fairview Park | Yuen Long, New Territories
Room C, 8/F, Melody Mansion | Room C, 8/F | Melody Mansion
Room 10, 6/F, Holiday Mansion | Room 10, 6/F | Holiday Mansion
The Beverly Hills, Tai Po, n.t. | The Beverly Hills | Tai Po, n.t.
580 Nathan Road, Mong Kok, kln | 580 Nathan Road | Mong Kok, kln
121 Des Voeux Road, Central, HK | 121 Des Voeux Road | Central, HK
Sino Centre, 582-592 Nathan Road, Mong Kok, Kowloon | Sino Centre, 582-592 Nathan Road | Mong Kok, Kowloon
13-19 King's Road, Tin Hau, HK | 13-19 King's Road | Tin Hau, HK
Block B, 6/F, Kwai Shun Industrial Building | Block B, 6/F | Kwai Shun Industrial Building
15/F, Po Kie Industrial Building | 15/F | Po Kie Industrial Building
Hoi Wan Industrial Centre, 120 Texaco Road, Tsuen Wan, NT | Hoi Wan Industrial Centre | 120 Texaco Road, Tsuen Wan, NT
Kwai Cheong Centre, 50 Kwai Cheong Road, Kwai Chung, n.t. | Kwai Cheong Centre | 50 Kwai Cheong Road, Kwai Chung, n.t.
18/F, Block C, vatican Industrial bldg | 18/F, Block C | vatican Industrial bldg
61 Hoi Yuen Road, Kwun Tong, kln | 61 Hoi Yuen Road | Kwun Tong, kln
Regalia Bay 88 Wong Ma Kok Road Stanley HK | Regalia Bay | 88 Wong Ma Kok Road Stanley HK
Kam Chui Court 15 Ngong Shuen Road Ngong Shuen Chau | Kam Chui Court | 15 Ngong Shuen Road Ngong Shuen Chau
102 Pok Fu Lam Road Sai Ying Pun HK | 102 Pok Fu Lam Road | Sai Ying Pun HK
City One Shatin N.T. | City One | Shatin N.T.
# ==============================================================================
# --- unordered address ---
# ==============================================================================
# --- 宏觀位置（Macro）完全置前與微觀單元（Micro）置後交錯 ---
Ho Man Tin Kowloon Oi Man Estate Room 205 Oi Min House | Room 205 Oi Min House | Oi Man Estate Ho Man Tin Kowloon
Tin Shui Wai nt Tin Shing Court Flat 6 22/F Shing Choi House | Flat 6 22/F Shing Choi House | Tin Shing Court Tin Shui Wai nt
Lam Tin kln Hong Wah Court Room 1410 Block B | Room 1410 Block B | Hong Wah Court Lam Tin kln
Kowloon Bay Kowloon Richland Gardens Flat A 15/F Tower 1 | Flat A 15/F Tower 1 | Richland Gardens Kowloon Bay Kowloon
8 Yau Pok Road Yuen Long nt Palm Springs House 12 | House 12 | Palm Springs 8 Yau Pok Road Yuen Long nt
Shatin n.t. Sui Wo Court Flat C 30/F Block 3 | Flat C 30/F Block 3 | Sui Wo Court Shatin n.t.
Tseung Kwan O NT Tsui Lam Estate Room 921 Fai Lam House | Room 921 Fai Lam House | Tsui Lam Estate Tseung Kwan O NT
Tuen Mun n.t. Po Tin Estate Flat 2 11/F Block 4 | Flat 2 11/F Block 4 | Po Tin Estate Tuen Mun n.t.
Tsuen Wan n.t. Allway Gardens Room 5 3/F Hong Yue House Block G | Room 5 3/F Block G Hong Yue House | Allway Gardens Tsuen Wan n.t.
Shatin nt Yu Chui Court Flat H 18/F Block 2 | Flat H 18/F Block 2 | Yu Chui Court Shatin nt
Sham Shui Po kln Shek Kip Mei est Room 3201 Mei Shing House | Room 3201 Mei Shing House | Shek Kip Mei est Sham Shui Po kln
Fanling N.T. King Shing Court Flat D 5/F | Flat D 5/F | King Shing Court Fanling N.T.
Tai Po nt Grandway Court Room 1102 Block C | Room 1102 Block C | Grandway Court Tai Po nt
Lam Tin Kowloon Kai Tin est Flat 14 25/F Kai Pak House | Flat 14 25/F Kai Pak House | Kai Tin est Lam Tin Kowloon
# --- 標點交錯、不規則大小寫與行政區倒置 ---
Quarry Bay, hk, Taikoo Shing, Flat F, 22/F, Begonia Mansion | Flat F, 22/F, Begonia Mansion | Taikoo Shing, Quarry Bay, hk
Lai Chi Kok, kln, Mei Foo Sun Chuen, Flat B, 5/F, Stage 3, Block 32 | Flat B, 5/F, Block 32, Stage 3 | Mei Foo Sun Chuen, Lai Chi Kok, kln
Hung Hom, Kowloon, Whampoa Garden, Flat C, 10/F, Block 9, Tsing Yung Court | Flat C, 10/F, Block 9 | Tsing Yung Court, Whampoa Garden, Hung Hom, Kowloon
Ap Lei Chau, Aberdeen, HK, South Horizons, Flat A, 28/F, Tower 13, Yee Lai Court | Flat A, 28/F, Tower 13,Yee Lai Court | South Horizons, Ap Lei Chau, Aberdeen, HK
Ma On Shan, nt, Double Cove, Flat E, 15/F, Tower 1 | Flat E, 15/F, Tower 1 | Double Cove, Ma On Shan, nt
Tseung Kwan O, nt, Phase 2, Metro City, Flat H, 33/F, Tower 6 | Flat H, 33/F, Tower 6, Phase 2 | Metro City, Tseung Kwan O, nt
Kowloon Bay, Kowloon, Telford Gardens, Flat 2, 14/F, Block T | Flat 2, 14/F, Block T | Telford Gardens, Kowloon Bay, Kowloon
Tsuen Wan, NT, Riviera Gardens, Flat D, 7/F, Tower 19, Hoi Mei Court | Flat D, 7/F, Tower 19, Hoi Mei Court | Riviera Gardens, Tsuen Wan, NT
Cheung Sha Wan, kln, The Pacifica, Flat F, 40/F, Tower 1 | Flat F, 40/F, Tower 1 | The Pacifica, Cheung Sha Wan, kln
Tai Kok Tsui, Kowloon, 18 Hoi Ting Road, Park Avenue, Flat D, 25/F, Tower 2 | Flat D, 25/F, Tower 2, Park Avenue | 18 Hoi Ting Road, Tai Kok Tsui, Kowloon
Ma On Shan, N.T., Sunshine City vils, Flat 3B, Block G | Flat 3B, Block G | Sunshine City vils, Ma On Shan, N.T.
Tai Kok Tsui, kln, Central Park, Room 1502, Tower 2 | Room 1502, Tower 2 | Central Park, Tai Kok Tsui, kln
Tsuen Wan, nt, Luk Yeung Sun Chuen, Flat C, 11/F, Block A | Flat C, 11/F, Block A | Luk Yeung Sun Chuen, Tsuen Wan, nt
Tai Po, n.t., The Beverly Hills, House 8 | House 8 | The Beverly Hills, Tai Po, n.t.
Lam Tin, kln, Sceneway Garden, Flat E, 22/F, Block 5 | Flat E, 22/F, Block 5 | Sceneway Garden, Lam Tin, kln
# --- 工商大廈與混亂斜線 `/` 切分測試 ---
51 Container Port Road / Kwai Chung / Block B 6/F Kwai Shun Industrial Building | Block B 6/F Kwai Shun Industrial Building | 51 Container Port Road Kwai Chung
10 Ng Fong Street / San Po Kong / Room 4 11/F Sun Peak Industrial Building | Room 4 11/F Sun Peak Industrial Building | 10 Ng Fong Street San Po Kong
19 Swei Mei Street / Fo Tan NT / 2/F Block A / World Wide Industrial Centre | 2/F Block A | World Wide Industrial Centre 19 Swei Mei Street Fo Tan NT
16 Wang Hoi Road / Kowloon Bay / Room 1608 16/F Telford House | Room 1608 16/F Telford House | 16 Wang Hoi Road Kowloon Bay
489 Castle Peak Road / kln / Room 5 8/F Block B / Hong Kong Industrial Centre | Room 5 8/F Block B | Hong Kong Industrial Centre 489 Castle Peak Road kln
28 Wong Chuk Hang Road / Aberdeen hk / 15/F Po Kie Industrial Building | 15/F Po Kie Industrial Building | 28 Wong Chuk Hang Road Aberdeen hk
120 Texaco Road / Tsuen Wan / Shop 3 G/F Hoi Wan Industrial Centre | Shop 3 G/F | Hoi Wan Industrial Centre 120 Texaco Road Tsuen Wan
57 Hung To Road / Kwun Tong / Room 2201 22/F / Nanyang Plaza | Room 2201 22/F | Nanyang Plaza  57 Hung To Road Kwun Tong
11 Kin Fat Street / Tuen Mun nt / 7/F Block A Ho King Industrial Building | 7/F Block A Ho King Industrial Building | 11 Kin Fat Street Tuen Mun nt
73 Yang Chung Street / Tai Kok Tsui / Room B 3/F / Grandtech Centre | Room B 3/F | Grandtech Centre 73 Yang Chung Street Tai Kok Tsui
8 Chang Yee Street / Lai Chi Kok / Unit D 9/F Block 1 San Po Kong Industrial City | Unit D 9/F Block 1 | San Po Kong Industrial City 8 Chang Yee Street Lai Chi Kok
23 Pak Tin Par Street / Tsuen Wan / Flat A 12/F Wah Wai Industrial Building | Flat A 12/F Wah Wai Industrial Building | 23 Pak Tin Par Street Tsuen Wan
50 Kwai Cheong Road / Kwai Chung / Room 8 4/F Kwai Cheong Centre | Room 8 4/F | Kwai Cheong Centre 50 Kwai Cheong Road Kwai Chung
14 Wong Chuk Hang Road / Aberdeen / 18/F Block C vatican Industrial bldg | 18/F Block C vatican Industrial bldg | 14 Wong Chuk Hang Road Aberdeen
61 Hoi Yuen Road / Kwun Tong / Unit 2 G/F mirror Tower | Unit 2 G/F mirror Tower | 61 Hoi Yuen Road Kwun Tong
# --- 簡寫、無任何標點號碼錯位英文測試 ---
House 23 Regalia Bay 88 Wong Ma Kok Road Stanley HK | House 23 Regalia Bay | 88 Wong Ma Kok Road Stanley HK 
Flat C 14/F Kam Chui Court 15 Ngong Shuen Road Ngong Shuen Chau | Flat C 14/F Kam Chui Court | 15 Ngong Shuen Road Ngong Shuen Chau
Room 1902 19/F Nan Fung Centre 264 Castle Peak Road Tuen Wan nt | Room 1902 19/F Nan Fung Centre | 264 Castle Peak Road Tuen Wan nt
5/F Kam Lee Commercial Building 18 Cameron Road Tsim Sha Tsui kln | 5/F Kam Lee Commercial Building | 18 Cameron Road Tsim Sha Tsui kln
Room 1005 Tower 1 Silvercord Tsim 30 Canton Road Sha Tsui | Room 1005 Tower 1 Silvercord Tsim | 30 Canton Road Sha Tsui 
Room 1820 18/F Pioneer Centre 750 Nathan Road Mong Kok | Room 1820 18/F Pioneer Centre | 750 Nathan Road Mong Kok
Room 406 4/F East Tat Factory Building 321 Java Road Quarry Bay | Room 406 4/F East Tat Factory Building | 321 Java Road Quarry Bay
Room 1101 11/F Grand Plaza 300 Shing Mun Road Tsuen Wan | Room 1101 11/F Grand Plaza | 300 Shing Mun Road Tsuen Wan
Block B 3/F Kerry City Building 1 Kwai Hei Street Kwai Chung NT | Block B 3/F Kerry City Building | 1 Kwai Hei Street Kwai Chung NT
G/F Sai Ming Building 102 Pok Fu Lam Road Sai Ying Pun HK | G/F Sai Ming Building | 102 Pok Fu Lam Road Sai Ying Pun HK
Flat 4A Block 2 City One Shatin N.T. | Flat 4A Block 2 | City One Shatin N.T.
Room 502 Tower B 12 Sha Tin Centre Road Plaza Shatin nt | Room 502 Tower B | 12 Sha Tin Centre Road Plaza Shatin nt
22/F Block C Trendy Tower 88 Kwun Tong Road Kwun Tong kln | 22/F Block C Trendy Tower | 88 Kwun Tong Road Kwun Tong kln
Shop 3 G/F Center Building 15 Nathan Road Jordan | Shop 3 G/F Center Building | 15 Nathan Road Jordan
ROOM 2 LG/F HOUSE 3 CARMEL HILL 12 CARMEL ROAD SOUTHERN DISTRICT Hong Kong | ROOM 2 LG/F HOUSE 3 CARMEL HILL | 12 CARMEL ROAD SOUTHERN DISTRICT Hong Kong
Flat 7 8/F Pacific Estate 88 Queensway Central DISTRICT Admiralty | Flat 7 8/F Pacific Estate | 88 Queensway Central DISTRICT Admiralty
Flat 20 9/F Sun Hung Kai Estate 30 Harbour Road Wan Chai DISTRICT Wan Chai | Flat 20 9/F Sun Hung Kai Estate | 30 Harbour Road Wan Chai DISTRICT Wan Chai
15/F Block F Devon House Taikoo Shing Estate 979 King's Road Eastern District Quarry Bay | 15/F Block F Devon House | Taikoo Shing Estate 979 King's Road Eastern District Quarry Bay
Flat 6 12/F Kornhill Estate 1 Kornhill Road Eastern District Quarry Bay | Flat 6 12/F Kornhill Estate | 1 Kornhill Road Eastern District Quarry Bay
8/F Block B Cityplaza Estate 1111 King's Road Eastern District Taikoo Shing | 8/F Block B Cityplaza Estate | 1111 King's Road Eastern District Taikoo Shing
Flat 18 9/F Fortress Tower Fortress Estate 250 King's Road Eastern District North Point | Flat 18 9/F Fortress Tower Fortress Estate | 250 King's Road Eastern District North Point
Flat 13 4/F Phase 1 South Horizons Estate 2 Yi Nam Road Southern District Ap Lei Chau | Flat 13 4/F Phase 1 South Horizons Estate | 2 Yi Nam Road Southern District Ap Lei Chau
Flat 5 14/F Broadview Estate 1 Shum Wan Road Southern District Wong Chuk Hang | Flat 5 14/F Broadview Estate | 1 Shum Wan Road Southern District Wong Chuk Hang
Flat 10 9/F Marina Estate 512 Victoria Road Southern District Aberdeen | Flat 10 9/F Marina Estate | 512 Victoria Road Southern District Aberdeen
Flat 17 12/F ISquare Estate 63 Nathan Road Yau Tsim Mong District Tsim Sha Tsui | Flat 17 12/F ISquare Estate | 63 Nathan Road Yau Tsim Mong District Tsim Sha Tsui
Flat 8 5/F New Century Estate 193 Prince Edward Road West Yau Tsim Mong District Mong Kok | Flat 8 5/F New Century Estate | 193 Prince Edward Road West Yau Tsim Mong District Mong Kok
Flat 3 8/F Dragon Estate 37K Yen Chow Street Sham Shui Po District Sham Shui Po | Flat 3 8/F Dragon Estate | 37K Yen Chow Street Sham Shui Po District Sham Shui Po
Flat 19 6/F Golden Estate 146 Fuk Wa Street Sham Shui Po District Sham Shui Po | Flat 19 6/F Golden Estate | 146 Fuk Wa Street Sham Shui Po District Sham Shui Po
